cid,acname,acqualifier,acvalue
127042371,Ke,=,0.0372
5311189,Ke,=,0.383
127042371,EC50,=,0.423
5311189,EC50,=,0.376
5311189,Ke,=,0.362
127042371,Ke,=,0.0209
127038076,Ki,=,1.29
127038069,Ki,=,6.23
127040908,Ki,=,0.05
127042539,Ki,=,0.015
127037921,Ki,=,0.23
127041563,Ki,=,0.324
127042185,Ki,=,0.035
127041244,Ki,=,0.06
127041874,Ki,=,0.052
127041259,Ki,=,0.046
127041260,Ki,=,0.36
127041258,Ki,=,0.045
127042184,Ki,=,0.054
127038281,Ki,=,0.016
127041261,Ki,=,0.29
127037922,Ki,=,0.037
127039593,Ki,=,0.018
127041564,Ki,=,0.28
127042540,Ki,=,0.02
127042841,Ki,=,0.16
135398745,Ki,=,0.053
135398737,Ki,=,0.431
11558055,Ki,=,0.0445
5249956,Ki,=,0.0565
4350931,Ki,=,0.0445
122205437,Ki,=,0.045
11637457,Ki,=,0.19
122205438,Ki,=,0.0015
163091,Ki,=,0.0089
50878551,Ki,<,10
127026052,Ki,=,2.45471
127036932,Ki,=,1.86209
24839550,Ki,<,10
127036953,Ki,=,4.36516
127036186,Ki,=,5.12861
127026750,Ki,=,0.322
127026133,Ki,=,0.094
122377930,Ki,=,0.102
127025242,Ki,=,0.199
127025243,Ki,=,0.06
127024958,Ki,=,5.031
127025275,Ki,=,0.911
11384664,Ki,=,0.238
127028034,Ki,=,0.034
19608536,Ki,=,3.323
127026123,Ki,=,0.404
127027974,Ki,=,1.549
10939408,Ki,=,1.149
127025277,Ki,=,0.482
127027078,Ki,=,0.095
127025258,Ki,=,0.302
127027384,Ki,=,0.055
127025278,Ki,=,0.322
127027080,Ki,=,0.131
127027077,Ki,=,0.373
3038495,Ki,=,0.186
127024959,Ki,=,0.31
127025276,Ki,=,0.013
44276536,Ki,=,0.168
127027076,Ki,=,1.553
127027079,Ki,=,0.052
127040381,Ki,=,6.30957
5311096,Ki,=,0.50119
127037866,Ki,=,10
127040712,Ki,=,10
127037852,Ki,=,10
127040696,Ki,=,7.94328
127041349,Ki,=,10
127041348,Ki,=,1.58489
127041348,Ki,=,5.01187
127041673,Ki,=,7.94328
127041350,Ki,=,7.94328
127040715,Ki,=,10
127028408,Ki,=,4.89779
127028408,Ki,=,4.898
135398745,Ki,=,0.009
127028154,Ki,=,1.709
86288948,Ki,=,0.715
127028472,Ki,=,0.127
127029652,Ki,=,0.261
127028153,Ki,=,5.187
127028152,Ki,=,2.906
127028473,Ki,=,0.931
127028797,Ki,=,0.302
127029649,Ki,=,6.79
127029650,Ki,=,1.976
127028798,Ki,=,1.814
127029651,Ki,=,2.261
127028799,Ki,=,5.641
127028471,Ki,=,0.839
127029375,Ki,=,4.255
126534771,Ki,=,0.25119
126534771,Ki,=,0.39811
126533424,Ki,=,0.31623
126534441,Ki,=,0.39811
126534069,Ki,=,0.79433
5311096,Ki,=,0.50119
126534676,Ki,=,0.63096
126534676,Ki,=,0.03162
126534676,Ki,=,0.05012
126534466,Ki,=,0.31623
126533799,Ki,=,0.39811
126533969,Ki,=,0.19953
126533969,Ki,=,0.79433
126533969,Ki,=,0.25119
126533461,Ki,=,0.19953
126535517,Ki,=,0.63096
126534758,Ki,=,0.1
126534758,Ki,=,0.63096
126534758,Ki,=,0.12589
126535470,Ki,=,0.63096
126534986,Ki,=,0.31623
126534986,Ki,=,1
126534986,Ki,=,0.39811
126535034,Ki,=,0.01
137040409,Ki,=,0.39811
127031458,Ki,=,6.30957
126534084,Ki,=,0.63096
126534084,Ki,=,0.25119
126534084,Ki,=,0.31623
126533939,Ki,=,0.19953
126534178,Ki,=,0.63096
126533453,Ki,=,0.31623
126534859,Ki,=,3.98107
126534859,Ki,=,1
126534859,Ki,=,1.25893
126534086,Ki,=,0.25119
126533957,Ki,=,0.63096
126533798,Ki,=,0.19953
126533798,Ki,=,0.50119
126534195,Ki,=,0.15849
126534022,Ki,=,0.39811
126534022,Ki,=,0.03981
126534022,Ki,=,0.79433
126533669,Ki,=,0.25119
126533669,Ki,=,0.63096
126535410,Ki,=,0.39811
126534291,Ki,=,1.25893
126534291,Ki,=,0.39811
126534291,Ki,=,0.79433
126534860,Ki,=,0.39811
126535075,Ki,=,0.50119
126535075,Ki,=,1.58489
126535075,Ki,=,0.63096
126534991,Ki,=,1.25893
127031156,Ki,=,3.16228
126533877,Ki,=,0.39811
126534373,Ki,=,0.0631
126534373,Ki,=,1.58489
126534373,Ki,=,0.1
126534740,Ki,=,0.03162
126534012,Ki,=,0.15849
126533872,Ki,=,0.03162
126534041,Ki,=,0.39811
126532768,Ki,=,0.25119
126534824,Ki,=,1.25893
126533810,Ki,=,0.50119
126533810,Ki,=,0.15849
126533810,Ki,=,0.19953
126534948,Ki,=,0.50119
126534204,Ki,=,0.63096
126534204,Ki,=,1.99526
126535001,Ki,=,0.1
126533847,Ki,=,0.63096
126534764,Ki,=,0.31623
126535029,Ki,=,0.63096
126534443,Ki,=,1.58489
126534462,Ki,=,0.19953
126534498,Ki,=,0.50119
126533801,Ki,=,0.25119
126533801,Ki,=,5.01187
126534516,Ki,=,0.19953
126534516,Ki,=,0.12589
126534738,Ki,=,0.15849
126534863,Ki,=,0.15849
126534182,Ki,=,6.30957
126534933,Ki,=,0.50119
126533978,Ki,=,0.01995
37459,IC50,=,0.0011
126533981,Ki,=,0.15849
126533981,Ki,=,0.50119
126533981,Ki,=,0.25119
126534678,Ki,=,0.1
126534746,Ki,=,0.31623
126534373,Ki,=,0.05012
126534771,Ki,=,0.15849
127031397,Ki,=,0.283
5290,Ki,=,0.1155
127031423,Ki,=,0.099
10220,Ki,=,0.102
127031422,Ki,=,0.159
127031404,Ki,=,1.095
127031424,Ki,=,0.121
127031399,Ki,=,0.211
127031403,Ki,=,0.054
3559,Ki,=,0.0096
25069355,Ki,=,0.005754
25069074,Ki,=,0.02239
25069122,Ki,=,0.0005754
46946859,Ki,=,0.007413
25069181,Ki,=,0.0005754
25069073,Ki,=,0.001549
25069121,Ki,=,5.754e-05
25069354,Ki,=,0.02239
25069125,Ki,=,0.002089
52941358,Ki,=,0.03548
25069072,Ki,=,0.01148
25069356,Ki,=,0.01585
127047318,EC50,=,2.6
127047319,EC50,=,0.0376
127047182,EC50,=,5.3
127047462,EC50,=,3.5
127047458,EC50,=,4.1
127047641,EC50,=,9.9
131559,EC50,=,0.00253
127047230,EC50,=,0.0195
127047870,EC50,=,0.0181
15937765,EC50,=,0.684
132955,Ki,=,0.00278
1219,Ki,=,0.00227
127046255,Ki,=,0.00808
127048020,Ki,=,0.00547
127045814,Ki,=,0.0132
127047229,Ki,=,0.00259
15937765,Ki,=,0.114
127047230,Ki,=,0.0155
127047870,Ki,=,0.0125
127046922,Ki,=,0.00578
131559,Ki,=,0.0114
9818479,Ki,=,0.0171
127047227,Ki,=,0.0128
681,Ki,=,0.00873
9818479,EC50,=,0.0046
9818479,EC50,=,0.0601
127047227,EC50,=,0.0305
681,EC50,=,0.005
127046922,EC50,=,0.0227
127047230,EC50,=,0.0433
127047870,EC50,=,0.029
15937765,EC50,=,0.697
127045814,EC50,=,0.0387
127047229,EC50,=,0.0339
127046255,EC50,=,0.068
127048020,EC50,=,0.109
132955,EC50,=,0.016
1219,Ki,=,0.143
132955,Ki,=,2.43
127046255,Ki,=,0.868
127047227,Ki,=,0.361
127048020,Ki,=,3.7
127047870,Ki,=,1.18
127045814,Ki,=,0.751
127047229,Ki,=,0.146
681,Ki,=,3.69
54562,Ki,=,2.95
54562,Ki,=,0.00556
127046749,Ki,=,5.12
127048020,EC50,=,0.102
9818479,EC50,=,0.0647
127047227,EC50,=,0.083
127046255,EC50,=,0.013
127046922,EC50,=,0.0277
127045814,EC50,=,0.549
127047229,EC50,=,0.0137
681,EC50,=,0.0077
54562,EC50,=,0.0082
132955,EC50,=,0.001
127046922,Ki,=,4.23
127046982,Ki,=,0.367
127047900,Ki,=,0.113
127047680,Ki,=,1.7
127045871,Ki,=,0.64
127045874,Ki,=,0.025
127047898,Ki,=,0.614
127046815,Ki,=,0.086
127046819,Ki,=,0.382
127047776,Ki,=,0.547
127047899,Ki,=,0.63
127047901,Ki,=,0.022
127046817,Ki,=,0.205
127045873,Ki,=,1.231
137210067,Ki,=,0.108
127045855,Ki,=,0.64
127045853,Ki,=,0.13
127046951,Ki,=,1.9
127045854,Ki,=,0.31
127047859,Ki,=,0.012
127047996,Ki,=,0.085
54562,Ki,=,0.26
439260,Ki,=,1.3
127045855,Ki,=,0.43
127045854,Ki,=,0.096
127047859,Ki,=,0.017
127047996,Ki,=,0.048
102262219,Ki,=,3.2
127047221,Ki,=,0.2
5816,Ki,=,0.91
127046949,Ki,=,0.16
185395,Ki,=,0.049
127046952,EC50,=,2.6
54562,EC50,=,0.086
127045854,EC50,=,8.8
127047859,EC50,=,1.1
127046949,EC50,=,0.24
127047538,Ki,=,0.052
127045854,EC50,=,0.0073
127047859,EC50,=,0.0026
127047996,EC50,=,0.025
127046949,EC50,=,0.017
127045855,EC50,=,0.17
127045853,EC50,=,0.098
127046950,EC50,=,0.2
54562,EC50,=,0.0016
127046952,EC50,=,0.11
127046952,Ki,=,0.063
127046948,Ki,=,2.9
127046950,Ki,=,0.11
102262219,Ki,=,5.7
127047221,Ki,=,0.35
127046949,Ki,=,0.064
119570,Ki,=,0.06
127045853,Ki,=,0.065
6603867,Ki,=,0.04
185394,Ki,=,0.026
127046951,Ki,=,1.7
127046948,Ki,=,2.3
127046950,Ki,=,0.067
681,Ki,=,0.048
54562,Ki,=,0.07
127046952,Ki,=,0.12
11299620,Ki,=,0.0071
127049847,IC50,=,0.0349
127049849,IC50,=,0.0377
127051041,IC50,=,0.0098
127049516,IC50,=,3.6
127049861,IC50,=,0.07
127051040,IC50,=,0.0168
127050765,IC50,=,0.032
127051340,IC50,=,0.171
127049163,IC50,=,0.0041
127048539,IC50,=,0.043
127049862,IC50,=,0.0085
127049865,IC50,=,0.012
127051038,IC50,=,0.055
127049517,IC50,=,0.012
127050764,IC50,=,0.0984
127049863,IC50,=,0.023
127048533,IC50,=,0.202
127049522,IC50,=,0.167
127049866,IC50,=,0.091
127049848,IC50,=,0.0898
127049515,IC50,=,0.0394
127051039,IC50,=,0.116
127048532,IC50,=,1.58
127048540,IC50,=,0.03
127049850,IC50,=,0.0585
127049864,IC50,=,0.01
60795,IC50,=,0.0172
135398737,Ki,=,0.13
43229249,Ki,=,0.646
43229249,Ki,=,0.64565
127051845,Ki,=,0.249
127051845,Ki,=,0.25119
127052759,Ki,=,0.123
127052759,Ki,=,0.12303
60795,Ki,=,0.0033
91864602,Ki,=,0.126
91864602,Ki,=,0.12589
127053042,Ki,=,0.422
127053042,Ki,=,0.42658
127051844,Ki,=,0.218
127051844,Ki,=,0.21878
27620,Ki,=,0.049
127052467,Ki,=,0.17
127052467,Ki,=,0.15849
127052468,Ki,=,1.15
127052757,Ki,=,0.319
127052757,Ki,=,0.31623
127051843,Ki,=,1.456
127051843,Ki,=,1.44544
127052758,Ki,=,0.166
127052758,Ki,=,0.16596
127052458,Ki,=,0.366
127052458,Ki,=,0.36308
127052778,Ki,=,0.159
127052778,Ki,=,0.15849
127049061,Ki,=,0.215
127049061,Ki,=,0.2138
127051516,Ki,=,0.024
127051516,Ki,=,0.02399
127051865,Ki,=,0.18
127051865,Ki,=,0.18197
127049060,Ki,=,0.022
127049060,Ki,=,0.02239
127051863,Ki,=,0.438
60167452,Ki,=,0.025
60167452,Ki,=,0.0257
127052488,Ki,=,0.195
127052488,Ki,=,0.19498
127052486,Ki,=,0.095
127052486,Ki,=,0.0955
127052487,Ki,=,0.134
127052487,Ki,=,0.1349
127049059,Ki,=,0.01
127052779,Ki,=,0.763
127052779,Ki,=,0.75858
127050632,Ki,=,0.018
127050632,Ki,=,0.0182
127049059,Ki,=,0.01023
5265,Kd,=,0.00016
127051864,Ki,=,0.044
127051864,Ki,=,0.04467
60167309,Ki,=,0.201
60167309,Ki,=,0.19953
60167451,Ki,=,0.217
60167451,Ki,=,0.21878
16363,Ki,=,2.7e-05
121304654,Ki,=,2.0893
121315244,Ki,=,0.10715
121315197,Ki,=,1.34896
121304424,Ki,=,0.79433
121304569,Ki,=,1.1749
121304597,Ki,=,0.38905
121304527,Ki,=,0.06607
121304649,Ki,=,0.0257
121304452,Ki,=,0.67608
121315259,Ki,=,0.50119
121304408,Ki,=,0.42658
121304500,Ki,=,0.81283
121315374,Ki,=,0.50119
121304428,Ki,=,0.03981
121304705,Ki,=,0.85114
121304430,Ki,=,0.66069
134134147,Ki,=,1.44544
121315304,Ki,=,1.58489
121304448,Ki,=,0.42658
121304448,Ki,=,8.12831
121304484,Ki,=,7.58578
121315203,Ki,=,0.43652
121304590,Ki,=,0.66069
121304590,Ki,=,0.89125
121304510,Ki,=,0.34674
121304551,Ki,=,0.23988
121304618,Ki,=,2.18776
121315426,Ki,=,1.38038
121304574,Ki,=,2.23872
121315331,Ki,=,3.31131
121304449,Ki,=,0.53703
132141173,Ki,=,1.44544
121304539,Ki,=,0.0631
121304710,Ki,=,0.52481
121304754,Ki,=,1.69824
121304417,Ki,=,0.74131
121304464,Ki,=,0.12882
121304485,Ki,=,0.07413
121304437,Ki,=,0.12303
121304464,Ki,=,0.6166
121304574,Ki,=,1.86209
121304551,Ki,=,0.05754
121304441,Ki,=,0.33884
121315401,Ki,=,0.16218
121304458,Ki,=,0.67608
121304538,Ki,=,0.47863
134150637,Ki,=,1.1749
121304500,Ki,=,0.69183
121304417,Ki,=,0.53703
5311096,Ki,=,0.48978
121315615,Ki,=,1.34896
121304596,Ki,=,1.54882
121315336,Ki,=,0.47863
121315401,Ki,=,0.34674
121304458,Ki,=,0.79433
121315586,Ki,=,0.06607
121315329,Ki,=,1.77828
121304673,Ki,=,0.51286
121304673,Ki,=,0.97724
121304711,Ki,=,0.72444
121315259,Ki,=,0.52481
121304506,Ki,=,0.70795
121315206,Ki,=,0.12303
121315206,Ki,=,0.72444
121304777,Ki,=,0.95499
132156331,Ki,=,0.11749
121304414,Ki,=,0.46774
121304654,Ki,=,1.14815
121315244,Ki,=,0.52481
121315293,Ki,=,1
121315293,Ki,=,0.51286
121304514,Ki,=,0.33113
121304514,Ki,=,4.36516
121304488,Ki,=,0.95499
121304609,Ki,=,1.28825
121304744,Ki,=,0.21878
121304633,Ki,=,0.79433
121304408,Ki,=,0.35481
121304467,Ki,=,0.87096
121315197,Ki,=,0.97724
121315634,Ki,=,0.33113
121304424,Ki,=,0.97724
121315351,Ki,=,0.46774
132156266,Ki,=,1.23027
121304569,Ki,=,0.50119
121304597,Ki,=,0.52481
121304474,Ki,=,0.69183
121304527,Ki,=,0.25704
121304499,Ki,=,0.46774
121304649,Ki,=,0.22387
121304452,Ki,=,0.36308
134150754,Ki,=,0.33884
134150754,Ki,=,0.75858
121304493,Ki,=,1.62181
121304598,Ki,=,0.45709
121304594,Ki,=,0.97724
121304594,Ki,=,1.09648
132156264,Ki,=,2.5704
121304470,Ki,=,0.31623
121304470,Ki,=,0.30903
121304565,Ki,=,1.14815
121304653,Ki,=,0.29512
121304542,Ki,=,1.23027
132153537,Ki,=,0.87096
121304485,Ki,=,0.29512
121304485,Ki,=,0.2138
121304426,Ki,=,0.44668
121304437,Ki,=,0.58884
121304697,Ki,=,0.93325
121315295,Ki,=,0.79433
121304477,Ki,=,1.47911
121304441,Ki,=,0.63096
121315339,Ki,=,0.6166
121304616,Ki,=,0.53703
121304616,Ki,=,0.67608
121304685,Ki,=,1.34896
121304568,Ki,=,0.42658
121304592,Ki,=,3.80189
132141090,Ki,=,0.63096
121315205,Ki,=,0.06166
121304532,Ki,=,0.89125
121315356,Ki,=,0.29512
134144243,Ki,=,1.7378
121304538,Ki,=,0.54954
132156412,Ki,=,0.63096
134150637,Ki,=,1
121304867,Ki,=,0.16596
25107716,Ki,=,0.242
134139826,Ki,=,0.685
134145903,Ki,=,0.053
134131976,Ki,=,1.385
134137560,Ki,=,0.177
134151729,Ki,=,0.243
134155476,Ki,=,0.116
134156305,Ki,=,0.308
134147935,Ki,=,1.959
134134456,Ki,=,0.522
134136134,Ki,=,0.064
134142907,Ki,=,4.346
134156520,Ki,=,0.036
134135516,Ki,=,0.537
134153716,Ki,=,0.243
134137332,Ki,=,0.393
134144864,Ki,=,0.375
134151980,Ki,=,0.136
134157769,Ki,=,0.419
134137732,Ki,=,0.295
134152583,Ki,=,3.46
134155645,Ki,=,0.178
134146185,Ki,=,2.766
74538690,Ki,=,0.345
134141166,Ki,=,0.293
134157171,Ki,=,0.321
76284193,Ki,=,2.45
134151118,Ki,=,0.075
134133483,Ki,=,0.26
134147124,Ki,=,0.268
90178632,Ki,=,0.631
134153538,Ki,=,0.853
134153538,Ki,=,0.85114
134133967,Ki,=,0.272
134133967,Ki,=,0.26915
134154679,Ki,=,0.418
134154679,Ki,=,0.41687
134155116,Ki,=,0.75
134155116,Ki,=,0.75858
134154068,Ki,=,0.138
134154068,Ki,=,0.13804
134154387,Ki,=,5.647
134154387,Ki,=,5.62341
134146194,Ki,=,1.087
134146194,Ki,=,1.09648
134151427,Ki,=,2.5835
134133604,Ki,=,0.946
134133604,Ki,=,0.95499
134144303,Ki,=,1.17
134144303,Ki,=,1.1749
134155460,Ki,=,0.915
134155460,Ki,=,0.81283
134141354,Ki,=,3.578
134141354,Ki,=,3.54813
134133064,Ki,=,2.933
134133064,Ki,=,2.95121
134156222,Ki,=,5.399
134156222,Ki,=,5.37032
90389592,Ki,=,0.298
16759249,Ki,=,0.0681
90389439,Ki,=,0.693
57267,Ki,=,0.00026
118643968,Ki,=,0.0786
10430935,Ki,=,0.228
9690109,IC50,=,0.0021
10430935,IC50,=,2
134147097,Ki,=,1
134129927,Ki,=,0.79433
134150535,Ki,=,6.30957
134137966,Ki,=,1.99526
134131970,Ki,=,0.25119
134156091,Ki,=,2.51189
134139510,Ki,=,0.0019
72700475,Ki,=,0.0017
72699779,Ki,=,0.0022
72699532,Ki,=,0.00035
86342193,Ki,=,0.00021
11154555,Ki,=,0.0013
72700634,Ki,=,0.00085
134135492,Ki,=,0.018
86342194,Ki,=,0.00043
86342094,Ki,=,0.0024
134146083,Ki,=,0.014
134143778,Ki,=,0.00085
72699690,Ki,=,0.00042
134133464,Ki,=,0.00072
72700476,Ki,=,0.00094
134146106,Ki,=,0.015
134135507,Ki,=,0.0096
134137432,Ki,=,0.0003
86341962,Ki,=,0.00071
134154943,Ki,=,0.0089
86342098,Ki,=,0.0014
86342192,Ki,=,0.00019
134151891,Ki,=,0.0028
90213677,Ki,=,0.0046
72700557,Ki,=,0.00033
134154208,Ki,=,0.00051
86342061,Ki,=,0.00051
86341962,Ki,=,0.004
134153418,Ki,=,0.026
681,EC50,=,0.00069
72699528,Ki,=,0.0089
134142146,Ki,=,0.01
86341996,Ki,=,0.00063
86342156,Ki,=,0.0029
86342156,Ki,=,0.0063
86342294,Ki,=,0.00043
72700473,Ki,=,0.025
72699692,Ki,=,0.00053
134138881,Ki,=,0.0021
86342156,IC50,=,0.06145
2159,IC50,=,0.00304
92209551,IC50,=,0.0011
6917970,Ki,=,0.974
134135947,Ki,=,0.107
134157446,Ki,=,0.018
134150852,Ki,=,0.398
134147903,Ki,=,0.023
134137323,Ki,=,0.331
134143833,Ki,=,0.041
134150645,Ki,=,0.731
134149077,Ki,=,0.104
134151764,Ki,=,0.07
135398737,Ki,=,0.072
5095,EC50,=,0.006457
28864,EC50,=,1e-05
6005,EC50,=,0.57544
681,EC50,=,0.003981
119570,EC50,=,0.007079
47811,EC50,=,0.0003548
31101,EC50,=,0.0005012
126720403,Ki,=,3.436
11256720,Ki,=,0.997
126720394,Ki,=,6.1
126720440,Ki,=,3.482
126720425,Ki,=,2.941
145951915,Ki,=,0.269
145949371,Ki,=,0.267
145959706,Ki,=,1.69
145950605,Ki,=,1.285
145952711,Ki,=,0.601
145958490,Ki,=,0.534
135398745,Ki,=,0.009
145949220,Ki,=,0.782
145973853,Ki,=,0.303
145954831,Ki,=,1.033
145959257,Ki,=,0.931
145974087,Ki,=,0.876
145956892,Ki,=,0.366
145957637,Ki,=,0.301
145956064,Ki,=,0.497
145963314,Ki,=,1.165
145950881,Ki,=,0.506
145974189,Ki,=,0.328
132938109,Ki,=,0.343
45560581,Ki,=,2.3
145966311,Ki,=,0.25
145964299,IC50,=,0.0598
145966333,IC50,=,0.024
145969167,IC50,=,0.059
145976348,IC50,=,0.085
145967359,IC50,=,0.0376
145974939,IC50,=,0.008
145971556,IC50,=,0.0265
145975595,IC50,=,0.299
145975393,IC50,=,0.0093
145972382,IC50,=,0.0425
145975214,IC50,=,0.0511
145972513,IC50,=,0.0114
60795,IC50,=,0.032
145965433,IC50,=,0.0655
145974143,IC50,=,0.0891
145968927,IC50,=,0.0426
145963961,IC50,=,0.0114
145964982,IC50,=,0.0517
145965041,IC50,=,0.412
145976732,IC50,=,0.0861
145964622,IC50,=,0.0535
145978208,IC50,=,0.0652
145963975,IC50,=,0.123
126720252,Ki,=,8.21
145965203,IC50,=,0.0177
145965203,Kb,=,0.005286
145976696,IC50,=,0.082
145976696,Kb,=,0.02439
2726,IC50,=,0.003
2726,Kb,=,0.000887
145964427,IC50,=,0.0785
145964427,Kb,=,0.02336
145964427,Ki,=,0.162
145976120,Ki,=,4.963
3559,Ki,=,0.0059
3658,Ki,=,0.378
6005,EC50,=,0.0127
145964846,EC50,=,0.757
145976696,Ki,=,0.189
145964846,Ki,=,0.299
145965203,Ki,=,0.097
145973577,Ki,=,1.206
91937908,Ki,=,0.219
132525570,Ki,=,0.037
132525569,Ki,=,0.466
145967904,Ki,=,3.555
85658088,Ki,=,2.877
145969667,Ki,=,0.098
145969667,Ki,=,0.042
145969667,Ki,=,0.062
145967572,Ki,=,0.368
145988180,Ki,=,0.464
145969934,Ki,=,0.369
145968810,Ki,=,0.343
145968810,Ki,=,0.36
145968810,Ki,=,0.345
5311189,Ki,=,0.137
11074524,Ki,=,0.068
15388745,Ki,=,0.0039
145984807,Ki,=,0.005
145985585,Ki,=,0.003
145983059,Ki,=,0.024
145984737,Ki,=,0.0005
118626161,Ki,=,0.0007
145985233,Ki,=,0.0017
145983468,Ki,=,0.011
145985527,Ki,=,0.015
145982506,Ki,=,0.042
145984299,Ki,=,0.00014
145983144,Ki,=,0.011
118626088,Ki,=,0.012
118626208,Ki,=,0.013
145986031,Ki,=,0.021
118626035,Ki,=,0.016
118626142,Ki,=,0.006
118626129,Ki,=,0.004
145983018,Ki,=,0.009
145983128,Ki,=,0.008
145983760,Ki,=,0.01
145985692,Ki,=,0.0003
135398737,Ki,=,0.071
3559,Ki,=,0.002
145984065,Ki,=,0.012
118626089,Ki,=,0.011
60795,Ki,=,0.0008
118626101,Ki,=,0.003
118626169,Ki,=,0.022
145985533,Ki,=,0.001
118626042,Ki,=,0.037
145983139,Ki,=,0.004
145983961,Ki,=,0.0009
145985050,Ki,=,0.0001
145985224,Ki,=,0.004
5073,Ki,=,0.0006
145983390,Ki,=,0.003
145983794,Ki,=,0.023
135398745,Ki,=,0.004
118626140,Ki,=,0.013
145985718,Ki,=,0.007
145984511,Ki,=,0.01
145985823,Ki,=,0.002
145983751,Ki,=,0.005
118626121,Ki,=,0.005
145985289,Ki,=,0.006
60854,Ki,=,0.0008
118626045,Ki,=,0.005
145985505,Ki,=,0.003
145985958,Ki,=,0.012
145986138,Ki,=,0.029
145984299,Kb,=,0.00042
118626142,Kb,=,0.00074
37461,Kb,=,0.00039
118626089,Ki,=,0.011
118626120,Ki,=,0.019
118626089,Kb,=,0.003
118626089,Kb,=,0.003
145986176,EC50,=,0.003
145984484,EC50,=,0.0033
54562,EC50,=,0.0018
145985295,EC50,=,0.0055
145982756,EC50,=,0.0076
145982756,EC50,=,0.02
145985295,EC50,=,0.032
54562,EC50,=,0.0019
145984484,EC50,=,0.0015
145986176,EC50,=,0.0065
145983268,Ki,=,0.094
145984337,Ki,=,0.251
53363111,Ki,=,0.069
145985945,Ki,=,0.115
145986176,Ki,=,0.019
145985295,Ki,=,0.171
145982756,Ki,=,0.142
145984484,Ki,=,0.013
145983104,Ki,=,0.045
145983763,Ki,=,0.252
145984446,Ki,=,0.186
145984484,IC50,=,0.62
145985513,IC50,=,4.5
145982756,Ki,=,0.295
145984337,Ki,=,0.438
145983268,Ki,=,0.147
53363111,Ki,=,0.077
145985945,Ki,=,0.303
145983104,IC50,=,1.8
145986176,Ki,=,0.017
145984484,Ki,=,0.05
145983104,Ki,=,0.132
145983763,Ki,=,0.398
145984446,Ki,=,0.352
145985295,Ki,=,0.079
145988038,IC50,=,0.0072
145993117,IC50,=,0.0109
145991746,IC50,=,0.119
145988497,IC50,=,0.013
145990482,IC50,=,0.0096
145993172,IC50,=,0.0085
145981408,IC50,=,0.0053
145986552,IC50,=,0.543
145987942,IC50,=,0.0025
145983928,IC50,=,0.0064
145993493,IC50,=,0.0244
10550893,IC50,=,0.0042
145989181,IC50,=,0.0802
145989451,IC50,=,0.002
145992523,IC50,=,0.0301
145981310,IC50,=,0.028
145993577,IC50,=,0.011
91242334,IC50,=,0.131
14576389,IC50,=,0.0048
145992860,IC50,=,0.0098
145982353,IC50,=,0.0094
145988006,IC50,=,0.0446
145991244,IC50,=,0.0084
145990794,IC50,=,0.0061
145987659,IC50,=,0.0324
145990126,IC50,=,0.0043
145978965,IC50,=,0.0141
145984151,IC50,=,0.213
145989183,IC50,=,0.0806
145991127,IC50,=,0.0381
145993714,Ki,=,0.416
145987559,Ki,=,4.353
145988738,Ki,=,0.264
145990459,Ki,=,5.233
135398745,Ki,=,0.009
145980458,Ki,=,0.295
145982165,Ki,=,0.256
145990353,Ki,=,0.153
145992567,Ki,=,0.273
145988913,Ki,=,4.116
145986720,Ki,=,1.152
53370045,Ki,=,2.13
47556338,Ki,=,5.848
145992305,Ki,=,3.429
127029652,Ki,=,0.261
145990000,Ki,=,0.2023
122186390,Ki,=,0.175
145993896,Ki,=,2.1631
122186385,Ki,=,5.586
53324045,Ki,=,0.038
145986752,Ki,=,0.417
145988693,Ki,=,0.148
145992489,Ki,=,0.317
145980875,Ki,=,0.46
145980271,Ki,=,0.55
33630,Ki,=,0.159
53325242,Ki,=,0.194
145981580,Ki,=,0.86
145993377,Ki,=,0.8
145990141,Ki,=,1.1
145990453,Ki,=,0.7
681,EC50,=,0.019
129103318,IC50,=,0.00902
3036864,IC50,=,0.031
137636384,Ki,=,6.698
137635185,Ki,=,4.351
60854,Ki,=,0.0021
137646045,Ki,=,1.489
137652210,Ki,=,5.162
137633827,Ki,=,4.287
3246443,Ki,=,0.0492
161665,Ki,=,0.533
11186895,Ki,=,0.0424
21171,Ki,=,0.0802
72301,Ki,=,1.125
440229,Ki,=,0.0418
137635978,Ki,=,0.003236
137635978,Ki,=,0.0032
101007561,Ki,=,0.04266
101007561,Ki,=,0.0427
137655884,Ki,=,0.27542
137655884,Ki,=,0.273
137657882,Ki,=,0.001738
137657882,Ki,=,0.0017
137644041,Ki,=,0.01778
137644041,Ki,=,0.0177
44207909,Ki,=,0.83176
44207909,Ki,=,0.834
137657882,EC50,=,0.000631
137657882,EC50,=,0.00064
101007561,Kb,=,0.0078
137655884,Kb,=,0.099
137635978,Kb,=,0.0012
44207909,Kb,=,2.091
137644041,Kb,=,0.007
137657882,EC50,=,9.55e-05
137657882,EC50,=,9.6e-05
37459,IC50,=,0.00081
37459,Ki,=,0.00027
90467453,EC50,=,0.0493
137661635,EC50,=,0.053
90466425,EC50,=,0.0564
85470564,EC50,=,0.045
90467322,EC50,=,0.0579
90467024,EC50,=,0.0542
90466573,EC50,=,0.0399
90467020,EC50,=,0.0662
137658100,EC50,=,0.0147
90466574,EC50,=,0.013
90467323,EC50,=,0.0104
85469680,EC50,=,0.013
